"","GEOID20","DISTRICTNO"
"1","42001000170",8
"2","42001000190",8
"3","42001000200",8
"4","42001000260",8
"5","42001000230",8
"6","42001000270",8
"7","42001000310",8
"8","42001000320",8
"9","42001000330",8
"10","42001000370",8
"11","42001000380",8
"12","42001000390",8
"13","42001000425",8
"14","42001000450",8
"15","42001000440",8
"16","42001000460",8
"17","42001000480",8
"18","42001000240",8
"19","42001000280",8
"20","42001000340",8
"21","42001000360",8
"22","42001000350",8
"23","42001000385",8
"24","42001000400",8
"25","42001000410",8
"26","42001000427",8
"27","42001000290",8
"28","42001000010",8
"29","42001000040",8
"30","42001000020",8
"31","42001000030",8
"32","42001000050",8
"33","42001000070",8
"34","42001000490",8
"35","42001000082",8
"36","42001000078",8
"37","42001000060",8
"38","42001000090",8
"39","42001000100",8
"40","42001000130",8
"41","42001000110",8
"42","42001000120",8
"43","42001000140",8
"44","42001000150",8
"45","42001000160",8
"46","42001000180",8
"47","42079000025",7
"48","42079000010",7
"49","42079000060",7
"50","42079000050",7
"51","42079000070",7
"52","42079000083",7
"53","42079000080",7
"54","42079000088",7
"55","42079000095",7
"56","42079000120",7
"57","42079000180",16
"58","42051000536",3
"59","42051001072",3
"60","42035000010",5
"61","42035000020",5
"62","42035000030",5
"63","42035000370",5
"64","42035000040",5
"65","42035000050",5
"66","42035000060",5
"67","42035000070",5
"68","42035000080",5
"69","42035000090",5
"70","42035000100",5
"71","42035000110",5
"72","42035000120",5
"73","42035000130",5
"74","42035000140",5
"75","42035000150",5
"76","42035000160",5
"77","42035000170",5
"78","42035000180",5
"79","42035000210",5
"80","42035000190",5
"81","42035000220",5
"82","42035000200",5
"83","42035000230",5
"84","42035000250",5
"85","42035000265",5
"86","42035000240",5
"87","42035000280",5
"88","42035000290",5
"89","42035000300",5
"90","42035000315",5
"91","42035000340",5
"92","42035000350",5
"93","42035000360",5
"94","42089000162",17
"95","42089000164",17
"96","42115000010",7
"97","42115000020",7
"98","42115000430",7
"99","42115000030",7
"100","42115000360",7
"101","42115000040",7
"102","42115000050",7
"103","42115000060",7
"104","42067000010",6
"105","42067000020",6
"106","42067000030",6
"107","42067000200",6
"108","42067000040",6
"109","42067000050",6
"110","42067000071",6
"111","42067000090",6
"112","42067000100",6
"113","42067000110",6
"114","42067000120",6
"115","42067000130",6
"116","42067000140",6
"117","42067000150",6
"118","42067000160",6
"119","42067000170",6
"120","42067000180",6
"121","42067000190",6
"122","42025000015",16
"123","42025000040",16
"124","42025000050",16
"125","42025000062",16
"126","42025000070",16
"127","42025000058",16
"128","42025000100",16
"129","42025000090",16
"130","42025000460",16
"131","42025000080",16
"132","42025000130",16
"133","42025000120",16
"134","42025000110",16
"135","42025000140",16
"136","42025000150",16
"137","42025000160",16
"138","42025000180",16
"139","42025000200",16
"140","42025000190",16
"141","42025000210",16
"142","42025000220",16
"143","42025000170",16
"144","42025000240",16
"145","42025000250",16
"146","42025000230",16
"147","42025000258",16
"148","42025000262",16
"149","42025000280",16
"150","42025000270",16
"151","42025000290",16
"152","42025000310",16
"153","42025000300",16
"154","42025000320",16
"155","42025000340",16
"156","42025000350",16
"157","42025000330",16
"158","42025000360",16
"159","42025000376",16
"160","42025000390",16
"161","42025000400",16
"162","42025000380",16
"163","42025000420",16
"164","42025000410",16
"165","42025000428",16
"166","42025000432",16
"167","42025000371",16
"168","42025000363",16
"169","42025000379",16
"170","42025000367",16
"171","42025000450",16
"172","42025000440",16
"173","42081000742",7
"174","42081000075",7
"175","42081000712",7
"176","42081000732",7
"177","42081000772",7
"178","42081000692",7
"179","42081000802",7
"180","42081000722",7
"181","42081000682",7
"182","42081000792",7
"183","42081000782",7
"184","42081000752",7
"185","42081000762",7
"186","42081000702",7
"187","42031000010",5
"188","42031000020",5
"189","42031000500",5
"190","42091003384",10
"191","42091003382",10
"192","42015000010",7
"193","42015000020",7
"194","42015000030",7
"195","42015000040",7
"196","42015000610",7
"197","42015000100",7
"198","42015000080",7
"199","42015000090",7
"200","42015000050",7
"201","42015000110",7
"202","42015000070",7
"203","42015000120",7
"204","42015000060",7
"205","42015000140",7
"206","42015000130",7
"207","42015000150",7
"208","42015000160",7
"209","42015000170",7
"210","42015000190",7
"211","42015000200",7
"212","42015000180",7
"213","42015000210",7
"214","42015000230",7
"215","42015000220",7
"216","42015000240",7
"217","42015000250",7
"218","42015000260",7
"219","42015000270",7
"220","42015000280",7
"221","42015000290",7
"222","42057000010",6
"223","42057000020",6
"224","42057000030",6
"225","42057000040",6
"226","42057000050",6
"227","42057000060",6
"228","42057000070",6
"229","42057000080",6
"230","42057000090",6
"231","42057000110",6
"232","42057000100",6
"233","42057000130",6
"234","42015000310",7
"235","42015000300",7
"236","42015000340",7
"237","42015000330",7
"238","42015000360",7
"239","42015000350",7
"240","42015000320",7
"241","42015000370",7
"242","42015000380",7
"243","42015000390",7
"244","42015000400",7
"245","42015000410",7
"246","42015000420",7
"247","42015000430",7
"248","42015000440",7
"249","42015000450",7
"250","42015000490",7
"251","42015000470",7
"252","42015000460",7
"253","42015000480",7
"254","42015000510",7
"255","42015000500",7
"256","42015000520",7
"257","42015000530",7
"258","42015000540",7
"259","42015000550",7
"260","42015000560",7
"261","42015000570",7
"262","42015000580",7
"263","42015000600",7
"264","42015000590",7
"265","42129001684",3
"266","42129001694",3
"267","42129001682",3
"268","42129001692",3
"269","42047000170",5
"270","42047000140",5
"271","42047000160",5
"272","42047000200",5
"273","42047000190",5
"274","42047000210",5
"275","42047000242",5
"276","42047000250",5
"277","42047000262",5
"278","42047000230",5
"279","42047000220",5
"280","42047000355",5
"281","42047000395",5
"282","42047000375",5
"283","42047000315",5
"284","42047000325",5
"285","42047000385",5
"286","42047000295",5
"287","42047000335",5
"288","42047000365",5
"289","42047000345",5
"290","42047000010",5
"291","42047000070",5
"292","42047000080",5
"293","42047000090",5
"294","42047000100",5
"295","42047000110",5
"296","42047000122",5
